customer_id,registered_date,first_order_date,days_to_first_order
C299819L,04-11-2021,23-11-2021,19
C205273L,10-09-2021,04-04-2022,206
C610206L,12-04-2022,08-10-2022,179
C780410L,20-08-2021,08-09-2021,19
C839869L,25-02-2022,28-02-2022,3
C877022L,02-02-2022,02-06-2022,120
C724739L,11-10-2021,30-10-2021,19
C517770L,22-02-2022,29-03-2022,35
C390419L,24-10-2021,13-10-2021,-11
C282235L,26-12-2021,17-12-2021,-9
C919468L,23-02-2022,23-02-2022,0
C266788L,06-06-2022,20-06-2022,14
C247716L,05-09-2021,24-09-2021,19
C344605L,23-05-2022,05-12-2022,196
C170103L,03-07-2021,20-07-2021,17
C197356L,08-11-2021,12-02-2021,-269
C614407L,02-07-2021,08-05-2021,-55
C913444L,15-07-2021,27-07-2021,12
C446118L,17-10-2021,18-10-2021,1
C489289L,08-08-2021,08-07-2021,-31
C269011L,27-02-2022,03-10-2022,218
C813361L,14-09-2021,17-04-2022,215
C289646L,23-11-2021,04-10-2022,315
C451973L,26-11-2021,11-11-2021,-15
C483017L,24-06-2022,27-07-2022,33
C960526L,24-09-2021,09-05-2021,-138
C342926L,16-05-2022,14-06-2022,29
C241930L,17-08-2021,08-09-2021,22
C631417L,07-03-2022,05-08-2022,151
C365512L,02-04-2022,04-07-2022,93
C824913L,22-10-2021,24-10-2021,2
C368601L,04-05-2022,16-06-2022,43
C352946L,12-11-2021,11-11-2021,-1
C697826L,01-09-2021,15-06-2022,287
C504884L,25-12-2021,29-04-2022,125
C326061L,21-06-2022,06-03-2022,-107
C287400L,27-03-2022,04-02-2022,-51
C821592L,01-11-2021,13-11-2021,12
C861782L,22-04-2022,04-10-2022,165
C640730L,12-06-2022,17-06-2022,5
C781591L,12-06-2022,28-06-2022,16
C649308L,05-11-2021,18-07-2022,255
C825085L,05-06-2022,06-10-2022,123
C218465L,02-09-2021,31-10-2021,59
C477686L,09-07-2021,29-07-2021,20
C991995L,09-09-2021,27-09-2021,18
C907593L,06-07-2021,07-12-2021,154
C799285L,02-03-2022,29-07-2022,149
C653936L,25-05-2022,05-02-2022,-109
C249528L,15-05-2022,16-05-2022,1
C681745L,04-02-2022,25-04-2022,80
C794985L,15-11-2021,04-11-2022,354
C746995L,25-07-2021,30-08-2021,36
C787211L,22-06-2022,17-06-2022,-5
C680487L,16-07-2022,16-07-2022,0
C157544L,18-11-2021,22-03-2022,124
C740296L,24-05-2022,16-05-2022,-8
C286214L,28-11-2021,16-11-2021,-12
C414773L,16-06-2022,29-06-2022,13
C416727L,25-10-2021,14-05-2022,201
C410720L,19-05-2022,06-01-2022,-133
C790632L,03-11-2021,15-04-2022,163
C111666L,03-08-2021,08-08-2021,5
C661509L,16-10-2021,10-12-2021,55
C338436L,21-05-2022,05-06-2022,15
C817349L,15-10-2021,24-01-2022,101
C615304L,28-10-2021,19-07-2022,264
C999498L,08-10-2021,23-10-2021,15
C442477L,11-08-2022,08-09-2022,28
C648252L,08-09-2021,11-11-2021,64
C715327L,26-05-2022,05-04-2022,-51
C676102L,21-09-2021,13-09-2021,-8
C849387L,10-08-2021,08-06-2021,-63
C980590L,22-08-2021,16-08-2021,-6
C845220L,17-10-2021,14-10-2021,-3
C562441L,26-05-2022,27-05-2022,1
C367884L,12-06-2022,24-06-2022,12
C499996L,18-10-2021,25-10-2021,7
C183259L,05-06-2022,18-06-2022,13
C887786L,09-06-2022,06-04-2022,-64
C351531L,19-01-2022,01-09-2022,225
C605914L,11-02-2022,31-03-2022,48
C145727L,10-09-2021,17-01-2022,129
C587850L,17-12-2021,02-10-2022,289
C756072L,25-08-2021,27-08-2021,2
C794673L,03-10-2021,10-11-2021,38
C770531L,27-02-2022,02-11-2022,248
C898816L,01-10-2021,29-10-2021,28
C358830L,16-11-2021,11-04-2021,-219
C165059L,25-11-2021,23-11-2021,-2
C970117L,22-07-2021,18-07-2021,-4
C934566L,22-11-2021,18-07-2022,238
C795566L,05-09-2021,07-02-2022,155
C940999L,19-07-2021,26-07-2021,7
C658358L,10-07-2021,19-11-2021,132
C464239L,09-10-2021,27-10-2021,18
C505120L,08-06-2022,20-06-2022,12
C178509L,04-05-2022,27-05-2022,23
C289178L,11-05-2022,22-05-2022,11
C817593L,09-07-2021,31-07-2021,22
C500995L,11-05-2022,18-05-2022,7
C480341L,25-06-2022,13-06-2022,-12
C738903L,13-10-2021,18-02-2022,128
C543214L,20-04-2022,21-04-2022,1
C552222L,04-05-2022,29-05-2022,25
C171667L,22-01-2022,23-01-2022,1
C696835L,07-09-2021,09-01-2021,-241
C332699L,02-10-2021,31-10-2021,29
C972075L,20-11-2021,29-11-2021,9
C602850L,03-07-2021,17-07-2021,14
C292043L,15-03-2022,19-03-2022,4
C854979L,04-02-2022,16-02-2022,12
C684857L,01-07-2021,07-02-2021,-144
C262497L,23-11-2021,27-12-2021,34
C858616L,15-04-2022,28-04-2022,13
C527600L,19-07-2022,07-01-2022,-193
C611777L,10-10-2021,18-03-2022,159
C483534L,09-02-2022,17-03-2022,36
C720213L,27-08-2021,09-04-2021,-140
C660912L,06-05-2022,07-06-2022,32
C894196L,28-07-2021,07-02-2021,-171
C446430L,10-03-2022,05-01-2022,-64
C205701L,02-07-2021,07-06-2021,-25
C296946L,22-09-2021,22-09-2021,0
C831829L,24-08-2021,22-08-2021,-2
C830695L,20-08-2021,08-11-2021,80
C470268L,04-11-2021,21-04-2022,168
C840399L,02-07-2021,07-02-2021,-145
C940987L,28-08-2021,08-08-2021,-20
C593262L,13-11-2021,11-05-2021,-186
C283648L,16-01-2022,19-01-2022,3
C154215L,07-09-2021,10-12-2021,94
C297159L,13-04-2022,15-07-2022,93
C495676L,26-11-2021,08-08-2022,255
C434159L,06-11-2021,21-06-2022,227
C894919L,23-07-2021,13-07-2021,-10
C766365L,21-03-2022,25-03-2022,4
C218142L,23-07-2021,07-08-2021,15
C987789L,23-01-2022,29-01-2022,6
C493539L,07-03-2022,23-03-2022,16
C878472L,10-11-2021,11-07-2021,-122
C839319L,02-11-2021,05-02-2022,95
C813946L,02-08-2021,28-08-2021,26
C510095L,25-01-2022,19-01-2022,-6
C566270L,21-07-2021,28-07-2021,7
C331093L,08-11-2021,15-11-2021,7
C175290L,07-01-2022,21-01-2022,14
C786292L,02-11-2021,06-12-2022,399
C715596L,25-12-2021,12-04-2021,-257
C268849L,26-01-2022,15-07-2022,170
C499796L,06-04-2022,29-04-2022,23
C585116L,16-06-2022,06-05-2022,-41
C455163L,23-12-2021,16-12-2021,-7
C623160L,12-03-2022,04-03-2022,-8
C257934L,09-12-2021,12-05-2021,-211
C475094L,21-11-2021,11-04-2021,-224
C238436L,22-07-2021,17-07-2021,-5
C284236L,03-09-2021,30-09-2021,27
C253252L,21-05-2022,05-04-2022,-46
C319389L,09-12-2021,30-12-2021,21
C177044L,21-08-2021,08-10-2021,48
C446527L,11-05-2022,17-05-2022,6
C843167L,20-04-2022,15-06-2022,56
C478613L,01-08-2022,08-09-2022,38
C269751L,04-05-2022,21-05-2022,17
C394285L,07-07-2022,21-07-2022,14
C690725L,04-05-2022,30-05-2022,26
C961402L,19-05-2022,05-02-2022,-103
C536052L,19-03-2022,17-03-2022,-2
C455011L,20-07-2022,21-07-2022,1
C576765L,22-10-2021,10-07-2021,-104
C864684L,04-04-2022,21-04-2022,17
C975587L,28-09-2021,24-09-2021,-4
C374186L,05-03-2022,30-03-2022,25
C368658L,19-05-2022,06-09-2022,110
C191168L,10-12-2021,21-03-2022,101
C499591L,04-07-2021,25-07-2021,21
C574804L,13-02-2022,17-02-2022,4
C628603L,24-04-2022,25-04-2022,1
C218482L,08-07-2022,16-07-2022,8
C635505L,06-09-2021,02-07-2022,299
C635713L,11-06-2022,06-02-2022,-125
C645152L,26-10-2021,26-10-2021,0
C202990L,28-10-2021,22-10-2021,-6
C998685L,26-11-2021,12-05-2021,-198
C270275L,25-11-2021,25-05-2022,181
C469190L,21-07-2021,30-12-2021,162
C976222L,10-03-2022,31-07-2022,143
C510709L,11-09-2021,17-09-2021,6
C246788L,06-04-2022,20-04-2022,14
C403379L,28-07-2022,07-10-2022,71
C883259L,25-08-2021,08-11-2021,75
C272151L,12-10-2021,06-10-2022,359
C793479L,17-08-2021,17-08-2021,0
C840710L,01-09-2021,15-09-2021,14
C509023L,17-12-2021,21-12-2021,4
C360252L,11-08-2021,08-05-2021,-95
C314047L,12-08-2021,22-08-2021,10
C613677L,14-10-2021,10-04-2021,-187
C743457L,03-09-2021,20-11-2021,78
C242882L,24-01-2022,13-01-2022,-11
C798016L,05-06-2022,20-06-2022,15
C978174L,20-10-2021,10-05-2021,-163
C876695L,21-11-2021,11-08-2021,-102
C850822L,09-07-2021,14-07-2021,5
C388303L,07-04-2022,22-04-2022,15
C409050L,19-01-2022,04-02-2022,16
C177529L,01-09-2021,09-08-2021,-23
C685596L,19-11-2021,25-11-2021,6
C197331L,23-03-2022,31-03-2022,8
C702189L,09-12-2021,18-12-2021,9
C253957L,24-08-2022,08-11-2022,76
C857818L,20-09-2021,12-04-2021,-161
C679812L,19-06-2022,20-06-2022,1
C303681L,03-11-2021,23-07-2022,262
C865081L,21-09-2021,28-09-2021,7
C950055L,08-07-2021,19-10-2021,103
C860675L,16-07-2021,07-03-2021,-131
C150251L,05-04-2022,17-04-2022,12
C729377L,15-09-2021,09-08-2021,-37
C474489L,07-12-2021,26-12-2021,19
C874438L,14-09-2021,03-04-2022,201
C974881L,01-05-2022,27-05-2022,26
C306430L,20-06-2022,06-11-2022,139
C594854L,26-01-2022,18-01-2022,-8
C318081L,17-06-2022,06-12-2022,172
C144323L,11-07-2021,07-08-2021,27
C544288L,02-02-2022,02-12-2022,303
C849740L,20-07-2021,28-09-2021,70
C363969L,24-02-2022,02-08-2022,159
C301616L,25-06-2022,13-06-2022,-12
C300966L,16-05-2022,15-05-2022,-1
C678301L,01-06-2022,06-05-2022,-26
C634098L,03-04-2022,17-04-2022,14
C779646L,19-09-2021,27-10-2021,38
C989089L,01-08-2021,31-08-2021,30
C577894L,22-04-2022,16-04-2022,-6
C439929L,27-09-2021,25-01-2022,120
C251997L,28-10-2021,11-08-2021,-78
C972704L,10-02-2022,02-04-2022,51
C763100L,03-09-2021,30-10-2021,57
C844769L,25-01-2022,01-09-2022,219
C213587L,28-05-2022,17-05-2022,-11
C247324L,25-09-2021,14-09-2021,-11
C639287L,12-08-2021,09-06-2021,-64
C704681L,25-11-2021,23-11-2021,-2
C875032L,25-03-2022,06-03-2022,-19
C924610L,10-08-2021,08-10-2021,59
C427430L,25-05-2022,05-10-2022,133
C781404L,05-10-2021,10-03-2021,-209
C595892L,18-10-2021,03-12-2022,411
C990203L,13-07-2021,07-07-2021,-6
C264730L,05-08-2021,10-07-2021,-26
C931803L,07-08-2021,25-08-2021,18
C200313L,17-07-2021,15-08-2021,29
C120098L,21-05-2022,05-02-2022,-105
C925840L,28-08-2022,13-08-2022,-15
C415413L,07-02-2022,26-02-2022,19
C603902L,25-11-2021,03-04-2022,129
C887845L,06-07-2021,15-01-2022,193
C448722L,19-11-2021,21-02-2022,94
C274315L,13-09-2021,10-03-2021,-187
C830897L,12-07-2021,16-07-2021,4
C727457L,28-07-2021,15-07-2021,-13
C792683L,23-05-2022,20-07-2022,58
C877981L,24-09-2021,17-12-2021,84
C139500L,14-01-2022,23-01-2022,9
C908967L,23-07-2021,30-10-2021,99
C592059L,08-09-2021,05-06-2022,270
C937948L,25-11-2021,28-01-2022,64
C529160L,23-09-2021,13-05-2022,232
C507440L,10-10-2021,19-10-2021,9
C325626L,04-01-2022,15-02-2022,42
C755472L,09-01-2022,27-01-2022,18
C933054L,14-10-2021,10-12-2021,57
C198991L,11-05-2022,05-05-2022,-6
C627128L,14-09-2021,09-05-2021,-128
C763154L,13-08-2021,28-08-2021,15
C895064L,18-11-2021,11-07-2021,-130
C618250L,14-05-2022,23-06-2022,40
C454160L,16-02-2022,23-02-2022,7
C516821L,06-10-2021,11-07-2021,-87
C710795L,10-11-2021,25-11-2021,15
C308987L,10-09-2021,23-11-2021,74
C796307L,23-11-2021,12-03-2021,-256
C803642L,24-05-2022,28-05-2022,4
C510277L,09-10-2021,01-12-2022,418
C213952L,08-10-2021,10-05-2021,-151
C389361L,15-11-2021,11-07-2021,-127
C683002L,08-03-2022,03-03-2022,-5
C454810L,07-07-2022,07-04-2022,-91
C527463L,19-03-2022,22-03-2022,3
C509602L,25-08-2021,08-06-2021,-78
C788348L,25-08-2022,08-06-2022,-78
C391465L,16-04-2022,06-03-2022,-41
C815290L,28-09-2021,03-08-2022,309
C528351L,09-06-2022,18-06-2022,9
C588707L,15-08-2021,26-08-2021,11
C596609L,01-02-2022,15-02-2022,14
C839720L,19-03-2022,03-11-2022,229
C642541L,13-11-2021,30-05-2022,198
C840840L,12-11-2021,22-07-2022,252
C753019L,23-09-2021,13-09-2021,-10
C550021L,11-07-2021,13-07-2021,2
C857375L,05-08-2021,08-03-2021,-150
C639870L,15-11-2021,30-11-2021,15
C742339L,04-08-2021,08-08-2021,4
C711147L,28-08-2022,08-01-2022,-232
C647809L,07-09-2021,03-06-2022,269
C594019L,28-10-2021,10-02-2021,-260
C756816L,16-12-2021,12-01-2021,-338
C275787L,27-07-2021,15-08-2021,19
C988571L,17-06-2022,15-06-2022,-2
C779932L,21-11-2021,05-04-2022,135
C816576L,02-10-2021,22-01-2022,112
C979209L,19-11-2021,18-07-2022,241
C789657L,28-08-2021,08-12-2021,102
C915276L,22-12-2021,12-12-2021,-10
C826722L,22-02-2022,20-02-2022,-2
C445586L,24-11-2021,29-11-2021,5
C140278L,28-11-2021,03-12-2022,370
C734683L,16-04-2022,04-08-2022,110
C863131L,21-09-2021,22-12-2021,92
C148834L,19-07-2022,19-07-2022,0
C337702L,05-02-2022,02-05-2022,86
C882579L,25-02-2022,02-01-2022,-54
C936258L,19-03-2022,15-03-2022,-4
C757915L,08-09-2021,02-01-2022,116
C761708L,19-07-2022,31-07-2022,12
C249842L,03-05-2022,24-05-2022,21
C820598L,06-11-2021,30-11-2021,24
C259981L,01-09-2021,10-01-2021,-234
C459720L,16-12-2021,17-01-2022,32
C293498L,12-10-2021,16-10-2021,4
C350955L,22-05-2022,29-07-2022,68
C460487L,21-06-2022,06-09-2022,77
C757057L,25-11-2021,13-11-2021,-12
C453519L,01-05-2022,05-02-2022,-85
C238947L,24-09-2021,09-02-2021,-227
C319615L,16-01-2022,31-01-2022,15
C634136L,16-07-2022,13-07-2022,-3
C352856L,05-01-2022,16-02-2022,42
C761017L,11-12-2021,01-06-2022,172
C599976L,26-11-2021,14-04-2022,139
C908694L,10-08-2021,08-04-2021,-124
C545786L,11-04-2022,04-01-2022,-97
C214165L,16-06-2022,06-05-2022,-41
C993688L,16-03-2022,03-11-2022,232
C477884L,01-01-2022,25-01-2022,24
C378820L,12-05-2022,16-05-2022,4
C295679L,23-07-2022,29-07-2022,6
C385143L,17-08-2021,08-11-2021,83
C732052L,16-07-2021,21-08-2021,36
C990535L,03-05-2022,20-05-2022,17
C315207L,25-11-2021,26-11-2021,1
C409981L,03-01-2022,05-03-2022,61
C528073L,05-09-2021,09-04-2021,-149
C448684L,23-08-2021,27-08-2021,4
C670300L,05-08-2021,17-01-2022,165
C254277L,18-10-2021,10-01-2021,-281
C711954L,24-06-2022,19-06-2022,-5
C887442L,02-08-2021,22-02-2022,204
C669321L,12-08-2021,23-10-2021,72
C248585L,10-07-2022,08-01-2022,-183
C948713L,06-08-2021,08-07-2021,-29
C353221L,20-12-2021,03-03-2022,73
C845064L,16-07-2021,09-03-2021,-129
C686117L,03-12-2021,12-03-2021,-266
C571966L,08-07-2021,07-10-2021,91
C309247L,08-05-2022,26-05-2022,18
C189692L,02-05-2022,07-06-2022,36
C432478L,02-02-2022,02-12-2022,303
C315052L,13-07-2021,03-07-2022,355
C948868L,27-07-2021,07-03-2021,-142
C603214L,12-12-2021,19-12-2021,7
C231714L,28-01-2022,18-01-2022,-10
C465936L,01-01-2022,24-01-2022,23
C157094L,10-07-2022,19-07-2022,9
C112612L,17-09-2021,23-09-2021,6
C976932L,16-01-2022,01-09-2022,228
C464538L,12-11-2021,26-11-2021,14
C686513L,16-06-2022,23-06-2022,7
C750416L,20-12-2021,17-12-2021,-3
C232704L,02-06-2022,20-06-2022,18
C709590L,11-07-2022,20-07-2022,9
C111828L,25-09-2021,09-10-2021,14
C817363L,01-01-2022,19-05-2022,138
C467150L,25-08-2021,08-09-2021,14
C710076L,10-07-2022,07-12-2022,150
C362779L,07-07-2022,17-07-2022,10
C766353L,20-04-2022,06-04-2022,-14
C768131L,25-12-2021,15-12-2021,-10
C902626L,09-03-2022,03-11-2022,239
C868076L,11-05-2022,28-05-2022,17
C327703L,13-08-2021,09-04-2021,-126
C572593L,12-06-2022,19-06-2022,7
C783306L,10-08-2021,08-03-2021,-155
C804553L,07-08-2021,26-08-2021,19
C982362L,13-08-2021,22-08-2021,9
C491796L,24-09-2021,10-08-2021,-45
C280043L,04-04-2022,19-04-2022,15
C744100L,27-11-2021,11-06-2021,-169
C439639L,28-08-2021,14-08-2021,-14
C711453L,03-06-2022,21-06-2022,18
C628207L,03-01-2022,03-03-2022,59
C623835L,16-08-2022,08-11-2022,84
C551986L,04-06-2022,26-06-2022,22
C481682L,07-09-2021,14-09-2021,7
C639455L,28-07-2021,21-07-2021,-7
C831589L,03-08-2021,25-08-2021,22
C242356L,05-10-2021,21-10-2021,16
C951338L,27-03-2022,03-05-2022,37
C132322L,03-12-2021,14-12-2021,11
C442998L,15-07-2021,28-07-2021,13
C268356L,15-05-2022,05-07-2022,51
C752501L,24-12-2021,24-12-2021,0
C182055L,04-11-2021,18-11-2021,14
C157676L,24-10-2021,17-10-2021,-7
C479569L,24-04-2022,07-05-2022,13
C544293L,02-08-2021,26-08-2021,24
C408108L,07-12-2021,12-10-2021,-56
C913594L,27-11-2021,27-11-2021,0
C252501L,03-12-2021,22-12-2021,19
C456367L,01-01-2022,30-06-2022,180
C837241L,11-06-2022,13-06-2022,2
C634785L,15-11-2021,29-11-2021,14
C686342L,16-02-2022,16-02-2022,0
C405515L,22-10-2021,24-10-2021,2
C951682L,27-07-2021,11-01-2021,-197
C333743L,07-07-2021,12-03-2021,-117
C648114L,09-07-2021,12-03-2021,-119
C589485L,15-02-2022,21-02-2022,6
C306772L,02-05-2022,22-07-2022,81
C823201L,09-11-2021,20-11-2021,11
C485919L,19-07-2021,24-07-2021,5
C484780L,22-11-2021,18-11-2021,-4
C945064L,24-12-2021,12-08-2021,-134
C366574L,19-06-2022,22-06-2022,3
C500766L,07-08-2021,08-02-2022,185
C413709L,07-11-2021,24-11-2021,17
C265593L,23-06-2022,29-06-2022,6
C962021L,09-02-2022,23-03-2022,42
C120526L,10-09-2021,04-11-2022,420
C622053L,09-07-2021,19-07-2021,10
C772184L,22-09-2021,09-11-2021,48
C336822L,04-08-2022,08-01-2022,-208
C474287L,16-03-2022,03-04-2022,18
C130061L,08-04-2022,04-02-2022,-63
C186133L,19-05-2022,15-05-2022,-4
C810409L,24-10-2021,10-12-2021,47
C614043L,07-08-2021,21-08-2021,14
C418640L,20-12-2021,25-12-2021,5
C166327L,05-09-2021,30-09-2021,25
C520373L,17-07-2021,07-03-2021,-132
C287945L,11-05-2022,05-10-2022,147
C626607L,17-04-2022,14-04-2022,-3
C807888L,22-05-2022,05-05-2022,-17
C159812L,02-10-2021,10-06-2021,-114
C232383L,04-07-2021,07-02-2021,-147
C558351L,05-11-2021,26-06-2022,233
C269025L,21-06-2022,06-06-2022,-15
C701923L,27-07-2022,08-06-2022,-49
C689062L,12-02-2022,02-01-2022,-41
C457649L,07-12-2021,05-09-2022,272
C875810L,19-07-2021,09-05-2021,-71
C497556L,28-12-2021,24-12-2021,-4
C749547L,24-11-2021,06-07-2022,224
C720917L,06-07-2021,14-04-2022,282
C248469L,20-07-2021,08-02-2021,-162
C764741L,20-04-2022,27-04-2022,7
C313927L,20-09-2021,07-05-2022,229
C535886L,17-05-2022,27-07-2022,71
C495308L,28-07-2022,25-07-2022,-3
C791179L,04-02-2022,02-12-2022,301
C836966L,02-02-2022,13-02-2022,11
C439080L,23-04-2022,13-05-2022,20
C204069L,26-09-2021,09-04-2021,-170
C964079L,26-09-2021,01-07-2022,278
C939912L,19-12-2021,12-08-2021,-129
C673426L,21-05-2022,05-09-2022,107
C661288L,07-08-2021,26-08-2021,19
C162016L,27-04-2022,21-04-2022,-6
C717869L,11-10-2021,10-10-2021,-1
C934120L,04-07-2021,15-07-2021,11
C765777L,05-06-2022,07-02-2022,-118
C723603L,16-10-2021,10-08-2021,-67
C987239L,22-07-2021,07-09-2021,47
C133603L,04-03-2022,22-03-2022,18
C730593L,08-05-2022,05-07-2022,58
C844500L,14-03-2022,25-03-2022,11
C499098L,11-05-2022,23-05-2022,12
C119394L,02-12-2021,14-06-2022,194
C887943L,11-12-2021,12-12-2021,1
C691411L,11-12-2021,17-12-2021,6
C751410L,04-06-2022,22-06-2022,18
C445624L,19-09-2021,24-12-2021,96
C317976L,26-11-2021,06-05-2022,161
C622494L,08-09-2021,09-06-2021,-91
C423535L,28-08-2021,21-08-2021,-7
C718846L,27-12-2021,30-12-2021,3
C871208L,19-10-2021,10-05-2021,-162
C341639L,12-07-2021,07-07-2021,-5
C253715L,21-09-2021,09-06-2021,-104
C471304L,13-05-2022,16-05-2022,3
C214179L,03-04-2022,24-04-2022,21
C512943L,01-09-2021,16-04-2022,227
C963796L,04-05-2022,19-05-2022,15
C449730L,26-06-2022,06-04-2022,-81
C256469L,09-02-2022,02-09-2022,205
C736830L,21-07-2021,23-07-2021,2
C749600L,24-06-2022,30-06-2022,6
C752594L,22-08-2022,08-04-2022,-136
C190091L,14-07-2021,24-07-2021,10
C712032L,11-09-2021,16-09-2021,5
C995967L,24-07-2021,11-05-2021,-74
C358924L,15-07-2021,16-07-2021,1
C367985L,13-07-2021,25-07-2021,12
C984840L,21-07-2021,07-06-2021,-44
C413047L,12-03-2022,20-04-2022,39
C534503L,21-03-2022,23-03-2022,2
C941362L,27-07-2021,16-10-2021,81
C856545L,25-06-2022,06-12-2022,164
C922671L,24-08-2021,11-12-2021,109
C400269L,17-09-2021,28-09-2021,11
C512385L,12-08-2021,08-12-2021,118
C668516L,11-06-2022,21-06-2022,10
C423666L,23-06-2022,18-06-2022,-5
C575072L,17-05-2022,27-05-2022,10
C228285L,07-06-2022,28-06-2022,21
C179537L,19-07-2022,26-07-2022,7
C928388L,10-03-2022,04-03-2022,-6
C579948L,22-06-2022,20-06-2022,-2
C914322L,16-08-2021,27-09-2021,42
C475783L,01-05-2022,05-01-2022,-116
C890492L,25-01-2022,20-01-2022,-5
C127471L,14-07-2021,12-04-2021,-93
C907159L,26-03-2022,08-09-2022,166
C642884L,23-11-2021,11-09-2021,-73
C450037L,21-10-2021,18-10-2021,-3
C177400L,24-11-2021,08-05-2022,165
C844249L,19-03-2022,06-01-2022,-72
C363835L,24-05-2022,07-12-2022,197
C253783L,04-05-2022,18-05-2022,14
C354444L,26-05-2022,06-03-2022,-81
C447301L,03-10-2021,12-04-2021,-174
C317326L,03-03-2022,06-05-2022,64
C266766L,14-08-2022,08-09-2022,25
C717679L,13-10-2021,11-04-2021,-185
C954904L,22-07-2022,19-07-2022,-3
C637916L,09-01-2022,20-01-2022,11
C833021L,05-08-2021,31-08-2021,26
C887176L,05-07-2022,28-07-2022,23
C148215L,07-11-2021,12-10-2021,-26
C960411L,05-12-2021,31-12-2021,26
C391075L,14-08-2021,09-04-2021,-127
C926725L,22-11-2021,11-07-2021,-134
C404036L,17-07-2021,23-07-2021,6
C165936L,11-08-2021,21-08-2021,10
C631140L,12-09-2021,08-06-2022,269
C379165L,21-10-2021,11-02-2021,-252
C875125L,04-02-2022,17-02-2022,13
C329226L,18-05-2022,25-05-2022,7
C143115L,07-08-2021,21-12-2021,136
C653797L,03-04-2022,08-01-2022,-85
C809015L,13-06-2022,06-11-2022,146
C608133L,20-10-2021,19-12-2021,60
C565920L,12-09-2021,24-01-2022,134
C756954L,24-07-2021,14-08-2021,21
C689707L,13-04-2022,16-05-2022,33
C897925L,22-09-2021,24-09-2021,2
C775652L,27-12-2021,14-12-2021,-13
C914272L,21-10-2021,21-10-2021,0
C455662L,09-06-2022,13-06-2022,4
C170228L,14-09-2021,10-12-2021,87
C240581L,27-08-2021,08-03-2021,-172
C429168L,21-07-2021,27-07-2021,6
C799421L,09-12-2021,24-12-2021,15
C267349L,12-02-2022,02-02-2022,-10
C934767L,14-10-2021,11-08-2021,-64
C511866L,19-09-2021,25-09-2021,6
C885078L,25-07-2021,11-09-2021,48
C371644L,10-01-2022,31-01-2022,21
C206078L,11-01-2022,21-01-2022,10
C196720L,23-07-2021,21-10-2021,90
C650769L,14-04-2022,04-09-2022,143
C197481L,01-02-2022,02-10-2022,243
C438658L,08-09-2021,16-06-2022,281
C943435L,06-01-2022,07-02-2022,32
C390010L,25-11-2021,12-03-2021,-258
C678807L,10-01-2022,22-01-2022,12
C993898L,26-10-2021,05-02-2022,102
C352783L,08-11-2021,23-11-2021,15
C281010L,02-12-2021,13-12-2021,11
C520887L,23-09-2021,16-01-2022,115
C685632L,20-08-2021,08-03-2021,-165
C268482L,12-09-2021,27-09-2021,15
C492932L,23-11-2021,26-11-2021,3
C888130L,13-07-2022,26-07-2022,13
C411610L,28-09-2021,25-09-2021,-3
C984747L,17-04-2022,18-04-2022,1
C529590L,05-08-2021,25-08-2021,20
C194982L,25-05-2022,30-05-2022,5
C579794L,07-07-2021,29-07-2021,22
C134158L,20-11-2021,04-09-2022,288
C288932L,16-07-2021,23-09-2021,69
C815278L,28-08-2022,08-05-2022,-112
C660544L,07-03-2022,03-05-2022,57
C339400L,21-09-2021,17-09-2021,-4
C489981L,22-09-2021,25-09-2021,3
C421319L,02-02-2022,02-12-2022,303
C642828L,14-08-2021,12-09-2021,29
C650820L,21-03-2022,05-02-2022,-44
C489513L,07-04-2022,19-04-2022,12
C177843L,12-07-2021,18-07-2021,6
C684090L,23-10-2021,30-10-2021,7
C431390L,28-01-2022,24-01-2022,-4
C533914L,07-08-2022,08-04-2022,-121
C254170L,14-08-2021,08-07-2021,-37
C424876L,03-09-2021,16-01-2022,135
C672640L,17-09-2021,09-09-2021,-8
C671684L,04-06-2022,24-07-2022,50
C329646L,02-06-2022,06-12-2022,187
C681607L,15-03-2022,25-03-2022,10
C380601L,06-01-2022,05-05-2022,119
C618088L,02-07-2021,19-07-2021,17
C356780L,26-09-2021,24-07-2022,301
C986196L,09-09-2021,28-04-2022,231
C219848L,02-11-2021,22-02-2022,112
C562005L,09-08-2021,26-12-2021,139
C465666L,05-05-2022,21-05-2022,16
C274332L,19-09-2021,30-01-2022,133
C790797L,23-08-2021,21-08-2021,-2
C558736L,27-02-2022,17-02-2022,-10
C144215L,14-06-2022,07-02-2022,-127
C641308L,16-05-2022,30-05-2022,14
C181793L,05-11-2021,24-11-2021,19
C230249L,09-09-2021,09-12-2021,91
C432709L,10-05-2022,23-05-2022,13
C529841L,16-06-2022,06-04-2022,-71
C641048L,15-02-2022,18-02-2022,3
C160191L,28-10-2021,10-04-2021,-201
C813665L,20-07-2022,07-04-2022,-104
C289852L,26-03-2022,16-03-2022,-10
C645518L,22-09-2021,10-02-2021,-224
C715337L,11-06-2022,06-02-2022,-125
C205341L,04-03-2022,15-03-2022,11
C913774L,08-06-2022,26-06-2022,18
C675111L,05-09-2021,09-06-2021,-88
C930543L,21-08-2022,13-08-2022,-8
C323746L,19-07-2021,19-07-2021,0
C799147L,14-09-2021,09-06-2021,-97
C164603L,22-04-2022,29-04-2022,7
C517688L,24-08-2022,08-10-2022,45
C219363L,03-08-2021,29-08-2021,26
C846030L,01-07-2022,23-07-2022,22
